t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_C2H5OH(15)     WG_C2H5OH(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    C2H5OH_x(26)      O2_x(27)          CO2_x(28)         CO_x(29)          H2O_x(30)         N2_x(31)          C2H5OH_w(32)      O2_w(33)          CO2_w(34)         CO_w(35)          H2O_w(36)         N2_w(37)          
1.215462626e-05   2.636343896e-05   6.790041254e-01   4.610466023e-01   1.000012151e+00   1.448420619e+00   1.639139293e-01   -3.337424799e-01  -4.532250414e-01    -1.423848461e+00    1.120018888e-01    3.012837294e+02   3.093775672e-04   9.113883279e-02   1.000000000e+00   1.417779648e-01   -1.028507990e+05  -1.252471990e+05    2.279170409e+05     -7.358315454e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.350074469e-02   1.706217745e-01   1.202295347e-16   1.004370247e-08   3.330232606e-08   7.358774375e-01   1.417779648e-01   1.796975554e-01   1.741556414e-16   9.259591512e-09   1.974666314e-08   6.785244509e-01   
1.272330601e-05   2.759690789e-05   6.790043168e-01   4.610468623e-01   1.000012715e+00   1.448421435e+00   1.639140679e-01   -3.366326603e-01  -4.571500590e-01    -1.436179267e+00    1.102325032e-01    3.013566508e+02   3.085765729e-04   8.970107400e-02   1.000000000e+00   1.423322058e-01   -1.012143206e+05  -1.305022127e+05    2.315343924e+05     -7.779133289e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.388684744e-02   1.705446759e-01   3.183208258e-16   1.545297081e-08   5.081563448e-08   7.355684104e-01   1.423322058e-01   1.795769686e-01   4.609949724e-16   1.424343469e-08   3.012459778e-08   6.780907813e-01   
1.348154567e-05   2.924153312e-05   6.790045758e-01   4.610472140e-01   1.000013478e+00   1.448422540e+00   1.639142554e-01   -3.430443094e-01  -4.658573117e-01    -1.463533908e+00    1.080788041e-01    3.014524696e+02   3.090467961e-04   8.795103010e-02   1.000000000e+00   1.430631087e-01   -9.922179060e+04  -1.372725621e+05    2.363091828e+05     -8.332553577e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.439627860e-02   1.704430402e-01   1.064876340e-15   2.639816403e-08   8.579944593e-08   7.351605690e-01   1.430631087e-01   1.794180380e-01   1.541717049e-15   2.432488685e-08   5.084903891e-08   6.775187781e-01   
1.412604939e-05   3.063946458e-05   6.790047998e-01   4.610475181e-01   1.000014138e+00   1.448423496e+00   1.639144176e-01   -3.491804188e-01  -4.741903607e-01    -1.489712954e+00    1.064133255e-01    3.015328393e+02   3.099990171e-04   8.659770392e-02   1.000000000e+00   1.436784733e-01   -9.768038460e+04  -1.428384342e+05    2.403306819e+05     -8.797151239e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.482540998e-02   1.703575008e-01   2.786718932e-15   4.041502524e-08   1.300142286e-07   7.348169188e-01   1.436784733e-01   1.792843093e-01   4.033600260e-15   3.723181012e-08   7.703415801e-08   6.770371032e-01   
1.454308120e-05   3.154400846e-05   6.790049468e-01   4.610477178e-01   1.000014571e+00   1.448424123e+00   1.639145241e-01   -3.558829172e-01  -4.832925225e-01    -1.518308238e+00    1.054094854e-01    3.015843992e+02   3.120729184e-04   8.578201133e-02   1.000000000e+00   1.440743593e-01   -9.675103633e+04  -1.463580630e+05    2.429175006e+05     -9.095401854e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.510159624e-02   1.703024823e-01   5.037214276e-15   5.253391990e-08   1.678732393e-07   7.345957010e-01   1.440743593e-01   1.791983125e-01   7.289907688e-15   4.838859580e-08   9.945024159e-08   6.767271804e-01   
1.507384897e-05   3.269524612e-05   6.790051373e-01   4.610479765e-01   1.000015132e+00   1.448424936e+00   1.639146621e-01   -3.584865167e-01  -4.868283730e-01    -1.529416440e+00    1.042029605e-01    3.016495868e+02   3.118440214e-04   8.480161858e-02   1.000000000e+00   1.445761317e-01   -9.563375411e+04  -1.507537479e+05    2.461948358e+05     -9.472702432e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.545177760e-02   1.702327591e-01   1.037740895e-14   7.233536652e-08   2.291922452e-07   7.343151618e-01   1.445761317e-01   1.790893518e-01   1.501530728e-14   6.661431821e-08   1.357494191e-07   6.763343142e-01   
1.568991870e-05   3.403150413e-05   6.790053605e-01   4.610482795e-01   1.000015789e+00   1.448425888e+00   1.639148237e-01   -3.646721978e-01  -4.952287543e-01    -1.555807016e+00    1.029011724e-01    3.017247226e+02   3.132831231e-04   8.374382027e-02   1.000000000e+00   1.451562032e-01   -9.442779146e+04  -1.557485102e+05    2.499806116e+05     -9.907885414e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.585677649e-02   1.701521672e-01   2.312663841e-14   1.030134798e-07   3.232086013e-07   7.339906301e-01   1.451562032e-01   1.789634369e-01   3.345476648e-14   9.484428326e-08   1.913908498e-07   6.758800736e-01   
1.596478057e-05   3.462768078e-05   6.790054613e-01   4.610484164e-01   1.000016086e+00   1.448426318e+00   1.639148967e-01   -3.686558992e-01  -5.006387377e-01    -1.572802981e+00    1.023525606e-01    3.017580827e+02   3.145771276e-04   8.329803425e-02   1.000000000e+00   1.454143491e-01   -9.391939547e+04  -1.579423237e+05    2.516639887e+05     -1.010120959e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.603707054e-02   1.701163047e-01   3.269708784e-14   1.199626105e-07   3.747496918e-07   7.338461301e-01   1.454143491e-01   1.789074174e-01   4.729444644e-14   1.104380142e-07   2.218886690e-07   6.756779011e-01   
1.672302024e-05   3.627230602e-05   6.790057434e-01   4.610487996e-01   1.000016917e+00   1.448427522e+00   1.639151010e-01   -3.756292838e-01  -5.101088822e-01    -1.602554317e+00    1.009266096e-01    3.018496819e+02   3.162530974e-04   8.213934308e-02   1.000000000e+00   1.461250331e-01   -9.259750266e+04  -1.638963755e+05    2.562927861e+05     -1.063236422e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.653361573e-02   1.700175756e-01   8.142908246e-14   1.793097057e-07   5.535673360e-07   7.334480758e-01   1.461250331e-01   1.787532370e-01   1.177492917e-13   1.650266821e-07   3.276740028e-07   6.751212372e-01   
1.732961197e-05   3.758800621e-05   6.790059732e-01   4.610491117e-01   1.000017594e+00   1.448428502e+00   1.639152675e-01   -3.823610679e-01  -5.192508981e-01    -1.631274807e+00    9.987568182e-02    3.019225683e+02   3.182837747e-04   8.128538503e-02   1.000000000e+00   1.466925192e-01   -9.162272591e+04  -1.685635423e+05    2.599818300e+05     -1.105535419e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.693031030e-02   1.699387361e-01   1.626756578e-13   2.432216081e-07   7.439454305e-07   7.331299665e-01   1.466925192e-01   1.786301629e-01   2.351817665e-13   2.237972989e-07   4.402657745e-07   6.746766538e-01   
1.816367560e-05   3.939709397e-05   6.790062955e-01   4.610495493e-01   1.000018544e+00   1.448429877e+00   1.639155009e-01   -3.908445528e-01  -5.307718239e-01    -1.667468863e+00    9.854687795e-02    3.020223326e+02   3.208380511e-04   8.020562706e-02   1.000000000e+00   1.474721128e-01   -9.038943376e+04  -1.748565858e+05    2.650374191e+05     -1.163482548e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.747556484e-02   1.698304098e-01   4.035442849e-13   3.621539736e-07   1.093889600e-06   7.326925694e-01   1.474721128e-01   1.784611331e-01   5.832275839e-13   3.331284452e-07   6.471621609e-07   6.740657738e-01   
1.856175142e-05   4.026052222e-05   6.790064519e-01   4.610497617e-01   1.000019004e+00   1.448430544e+00   1.639156141e-01   -3.947765197e-01  -5.361116078e-01    -1.684244289e+00    9.795628448e-02    3.020697943e+02   3.220542262e-04   7.972572045e-02   1.000000000e+00   1.478441514e-01   -8.984096873e+04  -1.778138959e+05    2.674443439e+05     -1.191070350e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.773588936e-02   1.697787011e-01   6.106616177e-13   4.343141466e-07   1.304138911e-06   7.324836710e-01   1.478441514e-01   1.783804820e-01   8.824364045e-13   3.994462758e-07   7.714351332e-07   6.737741957e-01   
1.924416712e-05   4.174068493e-05   6.790067241e-01   4.610501313e-01   1.000019806e+00   1.448431705e+00   1.639158112e-01   -4.019629430e-01  -5.458710822e-01    -1.714904582e+00    9.700441472e-02    3.021509730e+02   3.244387825e-04   7.895224133e-02   1.000000000e+00   1.484822262e-01   -8.895650679e+04  -1.828202955e+05    2.715627368e+05     -1.238286834e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.818254217e-02   1.696899882e-01   1.212546599e-12   5.864130661e-07   1.743358727e-06   7.321251398e-01   1.484822262e-01   1.782421712e-01   1.751746861e-12   5.391978566e-07   1.030985219e-06   6.732740324e-01   
2.007823075e-05   4.354977269e-05   6.790070632e-01   4.610505919e-01   1.000020805e+00   1.448433152e+00   1.639160569e-01   -4.108570618e-01  -5.579496938e-01    -1.752850659e+00    9.593529087e-02    3.022499431e+02   3.275284757e-04   7.808346950e-02   1.000000000e+00   1.492631113e-01   -8.796227132e+04  -1.888409186e+05    2.765847304e+05     -1.295902976e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.872946453e-02   1.695813535e-01   2.678724447e-12   8.304514844e-07   2.439626661e-06   7.316859119e-01   1.492631113e-01   1.780729086e-01   3.868712553e-12   7.633510291e-07   1.442296536e-06   6.726617744e-01   
2.091229438e-05   4.535886045e-05   6.790074097e-01   4.610510625e-01   1.000021826e+00   1.448434631e+00   1.639163078e-01   -4.196445356e-01  -5.698834983e-01    -1.790341812e+00    9.496042673e-02    3.023487101e+02   3.306848976e-04   7.729127530e-02   1.000000000e+00   1.500456554e-01   -8.705477991e+04  -1.947632136e+05    2.815952009e+05     -1.353457280e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.927788095e-02   1.694723893e-01   5.662076764e-12   1.154215574e-06   3.351516434e-06   7.312452240e-01   1.500456554e-01   1.779032677e-01   8.174842463e-12   1.060625776e-06   1.980786925e-06   6.720480354e-01   
2.125350223e-05   4.609894181e-05   6.790075536e-01   4.610512579e-01   1.000022249e+00   1.448435245e+00   1.639164120e-01   -4.233895685e-01  -5.749694302e-01    -1.806319738e+00    9.458672024e-02    3.023890710e+02   3.320830737e-04   7.698758777e-02   1.000000000e+00   1.503663810e-01   -8.670662933e+04  -1.971598540e+05    2.836418338e+05     -1.376992958e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.950274499e-02   1.694276950e-01   7.594060711e-12   1.313906472e-06   3.797411080e-06   7.310644486e-01   1.503663810e-01   1.778337288e-01   1.096282454e-11   1.207214543e-06   2.244030627e-06   6.717964389e-01   
2.189800595e-05   4.749687326e-05   6.790078287e-01   4.610516315e-01   1.000023060e+00   1.448436418e+00   1.639166112e-01   -4.300220757e-01  -5.839767118e-01    -1.834616948e+00    9.391704589e-02    3.024652567e+02   3.345497988e-04   7.644337388e-02   1.000000000e+00   1.509732773e-01   -8.608233100e+04  -2.016485791e+05    2.875030022e+05     -1.421444867e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.992839789e-02   1.693430556e-01   1.296486081e-11   1.665108087e-06   4.770835034e-06   7.307221105e-01   1.509732773e-01   1.777021150e-01   1.871163466e-11   1.529529683e-06   2.818584368e-06   6.713202596e-01   
2.216338983e-05   4.807249210e-05   6.790079433e-01   4.610517870e-01   1.000023397e+00   1.448436907e+00   1.639166942e-01   -4.328578103e-01  -5.878277830e-01    -1.846715445e+00    9.365492890e-02    3.024966113e+02   3.356351334e-04   7.623035911e-02   1.000000000e+00   1.512236146e-01   -8.583780511e+04  -2.034825324e+05    2.890910299e+05     -1.439749058e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.001040320e-01   1.693081142e-01   1.607544450e-11   1.831169859e-06   5.228033756e-06   7.305807945e-01   1.512236146e-01   1.776478122e-01   2.319870527e-11   1.681903199e-06   3.088388368e-06   6.711238030e-01   
2.276998156e-05   4.938819229e-05   6.790082078e-01   4.610521462e-01   1.000024176e+00   1.448438036e+00   1.639168858e-01   -4.390533745e-01  -5.962416899e-01    -1.873148513e+00    9.308287522e-02    3.025682529e+02   3.380075310e-04   7.576545592e-02   1.000000000e+00   1.517968540e-01   -8.530378917e+04  -2.076454433e+05    2.927168849e+05     -1.481593249e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.005063373e-01   1.692280331e-01   2.587083345e-11   2.261705504e-06   6.405869763e-06   7.302569620e-01   1.517968540e-01   1.775234290e-01   3.732608644e-11   2.076871853e-06   3.783318556e-06   6.706738567e-01   
2.314910139e-05   5.021050490e-05   6.790083751e-01   4.610523734e-01   1.000024669e+00   1.448438749e+00   1.639170069e-01   -4.429548861e-01  -6.015401548e-01    -1.889794131e+00    9.274454331e-02    3.026130156e+02   3.395293507e-04   7.549048900e-02   1.000000000e+00   1.521559009e-01   -8.498768616e+04  -2.102265669e+05    2.949799906e+05     -1.507753250e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.007584089e-01   1.691778177e-01   3.464778662e-11   2.572700776e-06   7.250468067e-06   7.300539502e-01   1.521559009e-01   1.774454894e-01   4.998223911e-11   2.362115327e-06   4.281530323e-06   6.703919660e-01   
2.379360511e-05   5.160843636e-05   6.790086627e-01   4.610527640e-01   1.000025516e+00   1.448439976e+00   1.639172152e-01   -4.494807136e-01  -6.104025966e-01    -1.917636313e+00    9.219953332e-02    3.026890955e+02   3.421015547e-04   7.504753482e-02   1.000000000e+00   1.527677071e-01   -8.447804152e+04  -2.145815986e+05    2.988221812e+05     -1.552242070e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.011880896e-01   1.690921439e-01   5.576334601e-11   3.178923242e-06   8.885101409e-06   7.297077024e-01   1.527677071e-01   1.773126174e-01   8.042363554e-11   2.918008323e-06   5.245537951e-06   6.699115119e-01   
2.390734106e-05   5.185513014e-05   6.790087139e-01   4.610528336e-01   1.000025667e+00   1.448440195e+00   1.639172523e-01   -4.506197791e-01  -6.119495133e-01    -1.922496095e+00    9.210726463e-02    3.027025201e+02   3.425541864e-04   7.497254173e-02   1.000000000e+00   1.528758665e-01   -8.439169873e+04  -2.153458124e+05    2.994994955e+05     -1.560095808e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.012640722e-01   1.690769821e-01   6.054256445e-11   3.297314213e-06   9.202659017e-06   7.296464457e-01   1.528758665e-01   1.772891174e-01   8.731262987e-11   3.026552416e-06   5.432782963e-06   6.698265566e-01   
2.414429095e-05   5.236907553e-05   6.790088210e-01   4.610529789e-01   1.000025982e+00   1.448440652e+00   1.639173298e-01   -4.529793735e-01  -6.151539806e-01    -1.932563226e+00    9.191855126e-02    3.027304871e+02   3.434949243e-04   7.481915903e-02   1.000000000e+00   1.531013880e-01   -8.421504805e+04  -2.169340145e+05    3.009098946e+05     -1.576460552e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.014225219e-01   1.690453528e-01   7.167625574e-11   3.555171674e-06   9.892667677e-06   7.295186774e-01   1.531013880e-01   1.772401079e-01   1.033600584e-10   3.262944005e-06   5.839607047e-06   6.696494015e-01   
2.456132277e-05   5.327361941e-05   6.790090108e-01   4.610532367e-01   1.000026541e+00   1.448441461e+00   1.639174673e-01   -4.570873145e-01  -6.207328105e-01    -1.950089637e+00    9.159809373e-02    3.027797078e+02   3.451430605e-04   7.455868962e-02   1.000000000e+00   1.534989479e-01   -8.391487804e+04  -2.197160837e+05    3.033897883e+05     -1.605272724e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.017019094e-01   1.689895388e-01   9.601011149e-11   4.049746488e-06   1.120999924e-05   7.292932920e-01   1.534989479e-01   1.771536740e-01   1.384286499e-10   3.716280231e-06   6.616180740e-06   6.693370455e-01   
2.518687049e-05   5.463043523e-05   6.790092987e-01   4.610536277e-01   1.000027390e+00   1.448442690e+00   1.639176758e-01   -4.632905214e-01  -6.291571440e-01    -1.976555462e+00    9.114370978e-02    3.028535399e+02   3.476693837e-04   7.418934584e-02   1.000000000e+00   1.540968301e-01   -8.348880043e+04  -2.238591033e+05    3.071037075e+05     -1.648518078e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.021222297e-01   1.689054557e-01   1.469089656e-10   4.895988042e-06   1.344781893e-05   7.289539706e-01   1.540968301e-01   1.770235889e-01   2.117651208e-10   4.491775958e-06   7.935069788e-06   6.688671539e-01   
2.566077028e-05   5.565832600e-05   6.790095193e-01   4.610539273e-01   1.000028039e+00   1.448443631e+00   1.639178356e-01   -4.678033695e-01  -6.352858821e-01    -1.995809460e+00    9.081952566e-02    3.029094764e+02   3.495156728e-04   7.392581845e-02   1.000000000e+00   1.545510415e-01   -8.318443846e+04  -2.269742069e+05    3.099122623e+05     -1.681302523e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.024416709e-01   1.688414497e-01   2.007518330e-10   5.629109751e-06   1.537219811e-05   7.286958779e-01   1.545510415e-01   1.769246731e-01   2.893260346e-10   5.163442202e-06   9.068944343e-06   6.685100528e-01   
2.630527399e-05   5.705625746e-05   6.790098229e-01   4.610543396e-01   1.000028934e+00   1.448444926e+00   1.639180555e-01   -4.740785877e-01  -6.438080358e-01    -2.022582595e+00    9.040487202e-02    3.029855586e+02   3.521288176e-04   7.358872600e-02   1.000000000e+00   1.551705610e-01   -8.279461596e+04  -2.311793681e+05    3.137245506e+05     -1.725923579e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.028775421e-01   1.687539522e-01   3.030959560e-10   6.767571426e-06   1.833813546e-05   7.283433997e-01   1.551705610e-01   1.767896150e-01   4.367185157e-10   6.206202183e-06   1.081606798e-05   6.680228014e-01   
2.698768969e-05   5.853642017e-05   6.790101488e-01   4.610547821e-01   1.000029893e+00   1.448446316e+00   1.639182915e-01   -4.809219454e-01  -6.531017634e-01    -2.051779702e+00    8.999757915e-02    3.030661286e+02   3.550354860e-04   7.325758739e-02   1.000000000e+00   1.558288222e-01   -8.241103431e+04  -2.355927165e+05    3.177509645e+05     -1.773213323e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.033408845e-01   1.686607047e-01   4.625235554e-10   8.173697719e-06   2.196902944e-05   7.279682676e-01   1.558288222e-01   1.766459038e-01   6.662576092e-10   7.493738045e-06   1.295424080e-05   6.675048253e-01   
