t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          CO2_x(28)         CO_x(29)          H2O_x(30)         N2_x(31)          NC7H16_w(32)      O2_w(33)          CO2_w(34)         CO_w(35)          H2O_w(36)         N2_w(37)          
6.148407484e-03   4.257899920e-02   3.773848418e-01   1.424193188e-01   9.862833713e-01   4.474234857e-01   2.814180689e-02   6.556195302e-01   4.948417454e-01     1.554591192e+00     2.851560394e-01    3.489170796e+02   1.203368582e-04   1.289039710e-01   1.000000000e+00   7.707545840e-01   -9.515457996e+04  -1.413255431e+05    2.370765554e+05     -3.544488964e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.871725219e-01   2.153788524e-03   4.611336723e-02   6.359485282e-03   5.928778375e-02   3.989130534e-01   7.707545840e-01   1.088102554e-03   3.204145823e-02   2.812412451e-03   1.686333321e-02   1.764401096e-01   
6.293692051e-03   4.358512500e-02   3.772892016e-01   1.423471417e-01   9.857835296e-01   4.471967346e-01   2.812041649e-02   6.602701775e-01   4.982256163e-01     1.565221936e+00     2.856286682e-01    3.489954959e+02   1.188135747e-04   1.289572735e-01   1.000000000e+00   7.716910543e-01   -9.529714817e+04  -1.395052264e+05    2.354014904e+05     -3.551517642e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.884806919e-01   2.108768848e-03   4.596168382e-02   6.365871829e-03   5.917039311e-02   3.979125905e-01   7.716910543e-01   1.063796312e-03   3.188923492e-02   2.811108884e-03   1.680526604e-02   1.757395396e-01   
6.448662255e-03   4.465832586e-02   3.771864535e-01   1.422696207e-01   9.852466808e-01   4.469531952e-01   2.809744843e-02   6.651045608e-01   5.017368610e-01     1.576252837e+00     2.861262619e-01    3.490768719e+02   1.172401139e-04   1.290153026e-01   1.000000000e+00   7.726620571e-01   -9.544741752e+04  -1.376254168e+05    2.336747431e+05     -3.558816629e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.898412099e-01   2.062810065e-03   4.580348818e-02   6.372673169e-03   5.904767325e-02   3.968721454e-01   7.726620571e-01   1.039027274e-03   3.173108522e-02   2.809827291e-03   1.674487576e-02   1.750131274e-01   
6.501933262e-03   4.502723866e-02   3.771509733e-01   1.422428567e-01   9.850613345e-01   4.468691136e-01   2.808952019e-02   6.667392973e-01   5.029227499e-01     1.579978416e+00     2.862959378e-01    3.491043561e+02   1.167103028e-04   1.290355141e-01   1.000000000e+00   7.729898178e-01   -9.549869607e+04  -1.369925533e+05    2.330941034e+05     -3.561282962e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.903013991e-01   2.047451437e-03   4.574988647e-02   6.375006208e-03   5.900602575e-02   3.965202311e-01   7.729898178e-01   1.030760315e-03   3.167763620e-02   2.809408982e-03   1.672445133e-02   1.747679254e-01   
6.647217829e-03   4.603336447e-02   3.770537420e-01   1.421695243e-01   9.845534927e-01   4.466387333e-01   2.806780095e-02   6.707812973e-01   5.058411964e-01     1.589146986e+00     2.867525881e-01    3.491778959e+02   1.154624295e-04   1.290904935e-01   1.000000000e+00   7.738663406e-01   -9.563675198e+04  -1.353046908e+05    2.315467028e+05     -3.567885030e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.915344349e-01   2.006817493e-03   4.560601937e-02   6.381360336e-03   5.889407011e-02   3.955772978e-01   7.738663406e-01   1.008912091e-03   3.153452416e-02   2.808335511e-03   1.666972564e-02   1.741121620e-01   
6.763445482e-03   4.683826511e-02   3.769755153e-01   1.421105391e-01   9.841450076e-01   4.464534256e-01   2.805033503e-02   6.745494218e-01   5.085772317e-01     1.597742495e+00     2.871167785e-01    3.492354306e+02   1.141952849e-04   1.291363240e-01   1.000000000e+00   7.745516199e-01   -9.574703684e+04  -1.339885047e+05    2.303429164e+05     -3.573053145e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.925008433e-01   1.975462853e-03   4.549299396e-02   6.386416762e-03   5.880591766e-02   3.948383654e-01   7.745516199e-01   9.920777168e-04   3.142244776e-02   2.807529692e-03   1.662682376e-02   1.735995012e-01   
6.918415686e-03   4.791146597e-02   3.768705862e-01   1.420314388e-01   9.835972213e-01   4.462049246e-01   2.802691858e-02   6.790221561e-01   5.118069560e-01     1.607888973e+00     2.875943153e-01    3.493103067e+02   1.127668219e-04   1.291971751e-01   1.000000000e+00   7.754428116e-01   -9.589170938e+04  -1.322825126e+05    2.287841895e+05     -3.579782790e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.937608089e-01   1.935245835e-03   4.534533343e-02   6.393131499e-03   5.869050435e-02   3.938749760e-01   7.754428116e-01   9.705160885e-04   3.127647957e-02   2.806535304e-03   1.657089150e-02   1.729327659e-01   
7.063700252e-03   4.891759177e-02   3.767715940e-01   1.419568340e-01   9.830805680e-01   4.459705469e-01   2.800483897e-02   6.831164265e-01   5.147577297e-01     1.617159102e+00     2.880362198e-01    3.493787213e+02   1.114668168e-04   1.292548791e-01   1.000000000e+00   7.762564672e-01   -9.602571120e+04  -1.307299243e+05    2.273679789e+05     -3.585935480e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.949142983e-01   1.899070314e-03   4.520985113e-02   6.399380854e-03   5.858435323e-02   3.929930461e-01   7.762564672e-01   9.511515383e-04   3.114299764e-02   2.805672025e-03   1.651968431e-02   1.723240273e-01   
7.179927905e-03   4.972249242e-02   3.766919864e-01   1.418968526e-01   9.826651844e-01   4.457821098e-01   2.798709141e-02   6.863280493e-01   5.170685524e-01     1.624418766e+00     2.883859371e-01    3.494322877e+02   1.104519542e-04   1.293014590e-01   1.000000000e+00   7.768931116e-01   -9.613183982e+04  -1.295182973e+05    2.262643451e+05     -3.590755363e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.958189455e-01   1.871113719e-03   4.510340556e-02   6.404347243e-03   5.850079015e-02   3.923013979e-01   7.768931116e-01   9.362067669e-04   3.103841915e-02   2.805025014e-03   1.647952764e-02   1.718477098e-01   
7.334898109e-03   5.079569328e-02   3.765852568e-01   1.418164557e-01   9.821084188e-01   4.455295353e-01   2.796330908e-02   6.905198501e-01   5.200791902e-01     1.633876963e+00     2.888466300e-01    3.495020833e+02   1.091340980e-04   1.293640417e-01   1.000000000e+00   7.777220859e-01   -9.627175520e+04  -1.279447980e+05    2.248331970e+05     -3.597038864e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.969996605e-01   1.835188863e-03   4.496421364e-02   6.410924680e-03   5.839129574e-02   3.913987166e-01   7.777220859e-01   9.170278909e-04   3.090206120e-02   2.804224172e-03   1.642711610e-02   1.712274847e-01   
7.528610865e-03   5.213719435e-02   3.764509335e-01   1.417153054e-01   9.814079318e-01   4.452117622e-01   2.793339725e-02   6.956237401e-01   5.237364127e-01     1.645366467e+00     2.894138946e-01    3.495868482e+02   1.075395267e-04   1.294429685e-01   1.000000000e+00   7.787280013e-01   -9.644420369e+04  -1.260415720e+05    2.231053880e+05     -3.604675082e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.984366316e-01   1.792315245e-03   4.479443165e-02   6.419057089e-03   5.825738042e-02   3.903001840e-01   7.787280013e-01   8.941773750e-04   3.073632749e-02   2.803307835e-03   1.636332910e-02   1.704748569e-01   
7.702952344e-03   5.334454532e-02   3.763292181e-01   1.416236804e-01   9.807734099e-01   4.449239139e-01   2.790631144e-02   7.000949884e-01   5.269323991e-01     1.655406954e+00     2.899167726e-01    3.496609421e+02   1.061520255e-04   1.295145964e-01   1.000000000e+00   7.796065135e-01   -9.659722668e+04  -1.243846843e+05    2.216041260e+05     -3.611354518e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      4.996954199e-01   1.755493120e-03   4.464537899e-02   6.426288188e-03   5.813951021e-02   3.893379096e-01   7.796065135e-01   8.745862819e-04   3.059135470e-02   2.802554079e-03   1.630746040e-02   1.698175311e-01   
7.916036375e-03   5.482019650e-02   3.761793952e-01   1.415109374e-01   9.799926412e-01   4.445697213e-01   2.787299482e-02   7.054092383e-01   5.307208413e-01     1.667308696e+00     2.905213848e-01    3.497487431e+02   1.045138915e-04   1.296027429e-01   1.000000000e+00   7.806466171e-01   -9.678138787e+04  -1.224292565e+05    2.198359556e+05     -3.619275138e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.011903712e-01   1.712660628e-03   4.446796907e-02   6.435012154e-03   5.799883089e-02   3.881951561e-01   7.806466171e-01   8.518370325e-04   3.041943642e-02   2.801720763e-03   1.624111630e-02   1.690392724e-01   
8.003207115e-03   5.542387199e-02   3.761178019e-01   1.414646009e-01   9.796717515e-01   4.444241510e-01   2.785930580e-02   7.075413210e-01   5.322377728e-01     1.672074277e+00     2.907660285e-01    3.497838910e+02   1.038599562e-04   1.296390026e-01   1.000000000e+00   7.810627017e-01   -9.685595774e+04  -1.216488080e+05    2.191313218e+05     -3.622447540e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.017898233e-01   1.695736950e-03   4.439672526e-02   6.438545792e-03   5.794222348e-02   3.877369452e-01   7.810627017e-01   8.428610267e-04   3.035058685e-02   2.801402763e-03   1.621451940e-02   1.687279283e-01   
8.138806043e-03   5.636292274e-02   3.760216110e-01   1.413922519e-01   9.791707197e-01   4.441968599e-01   2.783793648e-02   7.108060949e-01   5.345569058e-01     1.679360048e+00     2.911429769e-01    3.498376125e+02   1.028623039e-04   1.296955595e-01   1.000000000e+00   7.816983420e-01   -9.697091682e+04  -1.204585287e+05    2.180579036e+05     -3.627298215e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.027071524e-01   1.670144997e-03   4.428757475e-02   6.443998562e-03   5.785535590e-02   3.870357734e-01   7.816983420e-01   8.293001478e-04   3.024531628e-02   2.800936578e-03   1.617381867e-02   1.682522864e-01   
8.313147523e-03   5.757027370e-02   3.758972845e-01   1.412987685e-01   9.785233273e-01   4.439031730e-01   2.781033288e-02   7.149134106e-01   5.374680194e-01     1.688505581e+00     2.916214849e-01    3.499050672e+02   1.016139820e-04   1.297685208e-01   1.000000000e+00   7.824959322e-01   -9.711695316e+04  -1.189682707e+05    2.167160787e+05     -3.633392065e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.038608849e-01   1.638470681e-03   4.415008632e-02   6.450928945e-03   5.774568422e-02   3.861539449e-01   7.824959322e-01   8.125377689e-04   3.011307501e-02   2.800382890e-03   1.612262857e-02   1.676554436e-01   
8.526231553e-03   5.904592489e-02   3.757443553e-01   1.411838205e-01   9.777272888e-01   4.435420533e-01   2.777640381e-02   7.198090052e-01   5.409283411e-01     1.699376502e+00     2.921972333e-01    3.499851469e+02   1.001345867e-04   1.298580161e-01   1.000000000e+00   7.834420104e-01   -9.729281917e+04  -1.172052296e+05    2.151317616e+05     -3.640631039e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.052333001e-01   1.601530411e-03   4.398625072e-02   6.459260112e-03   5.761462903e-02   3.851050296e-01   7.834420104e-01   7.930188632e-04   2.995600811e-02   2.799763685e-03   1.606173781e-02   1.669474611e-01   
8.710258671e-03   6.032035091e-02   3.756114600e-01   1.410839688e-01   9.770357953e-01   4.432283601e-01   2.774694190e-02   7.239232962e-01   5.438277724e-01     1.708485334e+00     2.926870469e-01    3.500523601e+02   9.890078191e-05   1.299355950e-01   1.000000000e+00   7.842354198e-01   -9.744256488e+04  -1.157304394e+05    2.138091211e+05     -3.646710750e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.063875135e-01   1.571053391e-03   4.384823669e-02   6.466336660e-03   5.750394629e-02   3.842229135e-01   7.842354198e-01   7.769406572e-04   2.982412450e-02   2.799274516e-03   1.601054031e-02   1.663537002e-01   
8.797429411e-03   6.092402639e-02   3.755482609e-01   1.410364962e-01   9.767070377e-01   4.430792205e-01   2.773293845e-02   7.258431255e-01   5.451782469e-01     1.712727975e+00     2.929168960e-01    3.500836193e+02   9.832707610e-05   1.299724412e-01   1.000000000e+00   7.846042088e-01   -9.751287383e+04  -1.150460872e+05    2.131961998e+05     -3.649539469e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.069250270e-01   1.557034134e-03   4.378389864e-02   6.469653148e-03   5.745226355e-02   3.838121236e-01   7.846042088e-01   7.695528894e-04   2.976277599e-02   2.799056160e-03   1.598670342e-02   1.660777027e-01   
8.947556796e-03   6.196368972e-02   3.754390136e-01   1.409544530e-01   9.761388710e-01   4.428214739e-01   2.770874290e-02   7.290981268e-01   5.474637631e-01     1.719908136e+00     2.933089521e-01    3.501365252e+02   9.735810625e-05   1.300359407e-01   1.000000000e+00   7.852280808e-01   -9.763285882e+04  -1.138900030e+05    2.121620039e+05     -3.654328774e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.078358030e-01   1.533553285e-03   4.367477831e-02   6.475308493e-03   5.736446999e-02   3.831160869e-01   7.852280808e-01   7.571899067e-04   2.965891920e-02   2.798702165e-03   1.594631597e-02   1.656107920e-01   
9.087998543e-03   6.293627800e-02   3.753363751e-01   1.408773945e-01   9.756052248e-01   4.425793875e-01   2.768602383e-02   7.320883798e-01   5.495587974e-01     1.726489881e+00     2.936717518e-01    3.501850231e+02   9.647211318e-05   1.300954271e-01   1.000000000e+00   7.857996382e-01   -9.774395522e+04  -1.128326201e+05    2.112174656e+05     -3.658720948e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.086718414e-01   1.512291870e-03   4.357450590e-02   6.480534603e-03   5.728363747e-02   3.824771887e-01   7.857996382e-01   7.460074839e-04   2.956369439e-02   2.798392803e-03   1.590924569e-02   1.651830214e-01   
9.272025661e-03   6.421070402e-02   3.752012481e-01   1.407759766e-01   9.749028850e-01   4.422607739e-01   2.765613239e-02   7.359301578e-01   5.522438275e-01     1.734925151e+00     2.941414225e-01    3.502471580e+02   9.533943245e-05   1.301734603e-01   1.000000000e+00   7.865314438e-01   -9.788786950e+04  -1.114811857e+05    2.100121928e+05     -3.664350820e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.097445723e-01   1.485420881e-03   4.344570084e-02   6.487284110e-03   5.717957781e-02   3.816574441e-01   7.865314438e-01   7.318910617e-04   2.944166672e-02   2.798015470e-03   1.586168414e-02   1.646352989e-01   
9.397938952e-03   6.508267972e-02   3.751084035e-01   1.407063144e-01   9.744204596e-01   4.420419235e-01   2.763560670e-02   7.385127350e-01   5.540446659e-01     1.740582652e+00     2.944594274e-01    3.502888196e+02   9.458159812e-05   1.302269390e-01   1.000000000e+00   7.870218270e-01   -9.798536890e+04  -1.105770720e+05    2.092070896e+05     -3.668127345e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.104648537e-01   1.467623925e-03   4.335913361e-02   6.491838082e-03   5.710950439e-02   3.811070463e-01   7.870218270e-01   7.225520770e-04   2.935983649e-02   2.797772033e-03   1.582975512e-02   1.642682573e-01   
9.552909156e-03   6.615588058e-02   3.749936866e-01   1.406202650e-01   9.738245496e-01   4.417715914e-01   2.761025961e-02   7.416389234e-01   5.562198280e-01     1.747416125e+00     2.948468360e-01    3.503391334e+02   9.366813859e-05   1.302927838e-01   1.000000000e+00   7.876137344e-01   -9.810420962e+04  -1.094873228e+05    2.082380106e+05     -3.672689955e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.113358030e-01   1.446374380e-03   4.325436689e-02   6.497373176e-03   5.702455232e-02   3.804415303e-01   7.876137344e-01   7.114120843e-04   2.926099861e-02   2.797490390e-03   1.579115282e-02   1.638252117e-01   
9.707879360e-03   6.722908144e-02   3.748784863e-01   1.405338795e-01   9.732263123e-01   4.415002034e-01   2.758482133e-02   7.447093094e-01   5.583509973e-01     1.754111391e+00     2.952299820e-01    3.503884214e+02   9.277517010e-05   1.303586492e-01   1.000000000e+00   7.881932402e-01   -9.822180982e+04  -1.084220233e+05    2.072921099e+05     -3.677161461e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.121901504e-01   1.425814003e-03   4.315150216e-02   6.502833042e-03   5.694097991e-02   3.797887204e-01   7.881932402e-01   7.006446309e-04   2.916416236e-02   2.797227575e-03   1.575329094e-02   1.633914343e-01   
9.795050099e-03   6.783275692e-02   3.748134840e-01   1.404851478e-01   9.728888352e-01   4.413471083e-01   2.757047455e-02   7.464136861e-01   5.595318284e-01     1.757821082e+00     2.954438160e-01    3.504157236e+02   9.228129248e-05   1.303957354e-01   1.000000000e+00   7.885141008e-01   -9.828747193e+04  -1.078328804e+05    2.067696258e+05     -3.679639181e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      5.126638883e-01   1.414531011e-03   4.309442705e-02   6.505870120e-03   5.689453795e-02   3.794267455e-01   7.885141008e-01   6.947405518e-04   2.911051934e-02   2.797086131e-03   1.573229877e-02   1.631512544e-01   
