t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_NC7H16(15)     WG_NC7H16(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    NC7H16_x(26)      O2_x(27)          CO2_x(28)         CO_x(29)          H2O_x(30)         N2_x(31)          NC7H16_w(32)      O2_w(33)          CO2_w(34)         CO_w(35)          H2O_w(36)         N2_w(37)          
1.118469096e-01   7.745630856e-01   2.581407375e-01   6.663664034e-02   4.614725785e-01   2.093451797e-01   9.006753180e-03   1.497506723e+00   7.731349798e-01     2.428875173e+00     4.746279675e-01    3.554129336e+02   5.412802752e-06   1.928381265e-01   1.000000000e+00   8.452088200e-01   -1.562735006e+05  -5.669595596e+03    1.629641692e+05     -4.142929616e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.054605236e-01   4.521910434e-04   3.238968249e-02   6.585666728e-03   4.614141520e-02   3.089705209e-01   8.452088200e-01   2.015735681e-04   1.985806758e-02   2.569813766e-03   1.158014434e-02   1.205815808e-01   
1.119000346e-01   7.749309873e-01   2.580611667e-01   6.659556574e-02   4.611881284e-01   2.092161401e-01   8.998426866e-03   1.497992083e+00   7.731471693e-01     2.428913467e+00     4.747743871e-01    3.554133351e+02   5.403300749e-06   1.928962718e-01   1.000000000e+00   8.452130861e-01   -1.563215783e+05  -5.659528879e+03    1.630023825e+05     -4.142967157e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.054684820e-01   4.522961265e-04   3.238914782e-02   6.585342153e-03   4.613993387e-02   3.089647980e-01   8.452130861e-01   2.016187787e-04   1.985757899e-02   2.569666306e-03   1.157967881e-02   1.205783710e-01   
1.119336283e-01   7.751636310e-01   2.580108380e-01   6.656959252e-02   4.610082584e-01   2.091345428e-01   8.993163107e-03   1.498299100e+00   7.731548125e-01     2.428937479e+00     4.748670399e-01    3.554135888e+02   5.397344473e-06   1.929330666e-01   1.000000000e+00   8.452157811e-01   -1.563520015e+05  -5.653168236e+03    1.630265760e+05     -4.142990871e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.054735096e-01   4.523626613e-04   3.238881033e-02   6.585136830e-03   4.613899760e-02   3.089611829e-01   8.452157811e-01   2.016474062e-04   1.985727051e-02   2.569573043e-03   1.157938460e-02   1.205763434e-01   
1.122961283e-01   7.776740188e-01   2.574671030e-01   6.628930912e-02   4.590672377e-01   2.082540066e-01   8.936425959e-03   1.501622687e+00   7.732368861e-01     2.429195321e+00     4.758701607e-01    3.554163097e+02   5.333023735e-06   1.933314931e-01   1.000000000e+00   8.452446794e-01   -1.566813891e+05  -5.584849188e+03    1.632890728e+05     -4.143245140e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.055274411e-01   4.530859499e-04   3.238521263e-02   6.582916841e-03   4.612892062e-02   3.089224229e-01   8.452446794e-01   2.019587392e-04   1.985397519e-02   2.568565821e-03   1.157622030e-02   1.205546006e-01   
1.129461283e-01   7.821754038e-01   2.564887752e-01   6.578649180e-02   4.555851233e-01   2.066743594e-01   8.834942216e-03   1.507631111e+00   7.733809145e-01     2.429647799e+00     4.776852117e-01    3.554211064e+02   5.219159064e-06   1.940527272e-01   1.000000000e+00   8.452955780e-01   -1.572774167e+05  -5.463952832e+03    1.637667047e+05     -4.143692852e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.056225245e-01   4.544113971e-04   3.237897879e-02   6.578906545e-03   4.611098758e-02   3.088541912e-01   8.452955780e-01   2.025299393e-04   1.984823213e-02   2.566752590e-03   1.157059987e-02   1.205163074e-01   
1.137711283e-01   7.878887002e-01   2.552414338e-01   6.514818954e-02   4.511647475e-01   2.046690736e-01   8.706671302e-03   1.515343163e+00   7.735567235e-01     2.430200120e+00     4.800174628e-01    3.554270578e+02   5.076880661e-06   1.949799999e-01   1.000000015e+00   8.453586564e-01   -1.580433378e+05  -5.313007286e+03    1.643849131e+05     -4.144247407e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.057405169e-01   4.561403616e-04   3.237142107e-02   6.573770176e-03   4.608845815e-02   3.087696933e-01   8.453586564e-01   2.032761010e-04   1.984121443e-02   2.564440404e-03   1.156355668e-02   1.204688560e-01   
1.143961283e-01   7.922169551e-01   2.542923567e-01   6.466460266e-02   4.478158079e-01   2.031498407e-01   8.609908624e-03   1.521249459e+00   7.736842201e-01     2.430600662e+00     4.818054689e-01    3.554314676e+02   4.970705873e-06   1.956912641e-01   1.000000000e+00   8.454053386e-01   -1.586305602e+05  -5.200416945e+03    1.648620576e+05     -4.144657557e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.058279548e-01   4.574849090e-04   3.236595208e-02   6.569843486e-03   4.607155716e-02   3.087072076e-01   8.454053386e-01   2.038571220e-04   1.983609452e-02   2.562680204e-03   1.155828614e-02   1.204337434e-01   
1.148711283e-01   7.955064288e-01   2.535684252e-01   6.429694625e-02   4.452697109e-01   2.019948140e-01   8.536584480e-03   1.525778902e+00   7.737787065e-01     2.430897500e+00     4.831778095e-01    3.554347568e+02   4.891014126e-06   1.962374202e-01   1.000000000e+00   8.454401229e-01   -1.590812947e+05  -5.116001482e+03    1.652302344e+05     -4.144962981e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.058931815e-01   4.585296125e-04   3.236195863e-02   6.566834482e-03   4.605881451e-02   3.086606813e-01   8.454401229e-01   2.043090560e-04   1.983232786e-02   2.561336117e-03   1.155432074e-02   1.204075833e-01   
1.149398783e-01   7.959825368e-01   2.534635038e-01   6.424374775e-02   4.449013002e-01   2.018276860e-01   8.525992074e-03   1.526436874e+00   7.737920767e-01     2.430939504e+00     4.833772221e-01    3.554352295e+02   4.879526073e-06   1.963167935e-01   1.000000000e+00   8.454451199e-01   -1.591467914e+05  -5.103834268e+03    1.652838401e+05     -4.145006844e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.059025555e-01   4.586819583e-04   3.236138886e-02   6.566397896e-03   4.605697635e-02   3.086539995e-01   8.454451199e-01   2.043749834e-04   1.983178908e-02   2.561141344e-03   1.155374915e-02   1.204038256e-01   
1.155648783e-01   8.003107917e-01   2.525074606e-01   6.376001768e-02   4.415513690e-01   2.003080031e-01   8.429877537e-03   1.532452925e+00   7.739115933e-01     2.431314976e+00     4.852014149e-01    3.554394761e+02   4.775843098e-06   1.970430847e-01   1.000000000e+00   8.454899803e-01   -1.597459644e+05  -4.994199735e+03    1.657759373e+05     -4.145400456e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.059867775e-01   4.600867518e-04   3.235634996e-02   6.562407774e-03   4.604034075e-02   3.085940372e-01   8.454899803e-01   2.049833019e-04   1.982699726e-02   2.559365103e-03   1.154858354e-02   1.203700905e-01   
1.161148783e-01   8.041196559e-01   2.516628524e-01   6.333419128e-02   4.386024327e-01   1.989702300e-01   8.345569273e-03   1.537798241e+00   7.740133837e-01     2.431634760e+00     4.868238221e-01    3.554431375e+02   4.686141745e-06   1.976893324e-01   1.000000000e+00   8.455286130e-01   -1.602788890e+05  -4.899103002e+03    1.662159603e+05     -4.145739112e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.060593997e-01   4.613515281e-04   3.235211389e-02   6.558865581e-03   4.602582666e-02   3.085424426e-01   8.455286130e-01   2.055315608e-04   1.982293175e-02   2.557793986e-03   1.154408694e-02   1.203410428e-01   
1.168148783e-01   8.089673013e-01   2.505836928e-01   6.279218709e-02   4.348489411e-01   1.972674737e-01   8.238668670e-03   1.544668753e+00   7.741376004e-01     2.432024998e+00     4.889108097e-01    3.554477032e+02   4.573335991e-06   1.985209975e-01   1.000000000e+00   8.455767288e-01   -1.609644543e+05  -4.779756935e+03    1.667850527e+05     -4.146160454e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.061499688e-01   4.629978197e-04   3.234697285e-02   6.554318649e-03   4.600750437e-02   3.084782375e-01   8.455767288e-01   2.062458983e-04   1.981794800e-02   2.555784314e-03   1.153842376e-02   1.203048692e-01   
1.176648783e-01   8.148537279e-01   2.492667500e-01   6.213391266e-02   4.302902539e-01   1.951994435e-01   8.109455149e-03   1.553118141e+00   7.742814227e-01     2.432476829e+00     4.914801163e-01    3.554531038e+02   4.438713337e-06   1.995454291e-01   1.000000000e+00   8.456335519e-01   -1.618085158e+05  -4.637445892e+03    1.674903280e+05     -4.146657260e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.062571128e-01   4.650535596e-04   3.234111009e-02   6.548737985e-03   4.598548548e-02   3.084025001e-01   8.456335519e-01   2.071389504e-04   1.981218557e-02   2.553328469e-03   1.153163821e-02   1.202621569e-01   
1.176992533e-01   8.150917820e-01   2.492133549e-01   6.210729625e-02   4.301059297e-01   1.951158256e-01   8.104244917e-03   1.553462029e+00   7.742869679e-01     2.432494250e+00     4.915847378e-01    3.554533195e+02   4.433311721e-06   1.995871540e-01   1.000000000e+00   8.456358190e-01   -1.618428868e+05  -4.631738185e+03    1.675191348e+05     -4.146677063e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.062613912e-01   4.651378564e-04   3.234088015e-02   6.548510990e-03   4.598459955e-02   3.083994802e-01   8.456358190e-01   2.071755903e-04   1.981195801e-02   2.553228791e-03   1.153136559e-02   1.202604530e-01   
1.177680033e-01   8.155678900e-01   2.491065291e-01   6.205406286e-02   4.297372774e-01   1.949485880e-01   8.093827687e-03   1.554150583e+00   7.742981152e-01     2.432529270e+00     4.917942344e-01    3.554537494e+02   4.422521436e-06   1.996707104e-01   1.000000000e+00   8.456403386e-01   -1.619117127e+05  -4.620339256e+03    1.675768497e+05     -4.146716535e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.062699219e-01   4.653067415e-04   3.234042306e-02   6.548056906e-03   4.598283035e-02   3.083934611e-01   8.456403386e-01   2.072490044e-04   1.981150512e-02   2.553029468e-03   1.153082131e-02   1.202570565e-01   
1.183930033e-01   8.198961448e-01   2.481329692e-01   6.156997039e-02   4.263848365e-01   1.934277667e-01   7.999301011e-03   1.560450253e+00   7.743983090e-01     2.432844038e+00     4.937118939e-01    3.554576086e+02   4.325229778e-06   2.004357572e-01   1.000000000e+00   8.456808708e-01   -1.625417411e+05  -4.517726371e+03    1.681068924e+05     -4.147070198e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.063464963e-01   4.668638045e-04   3.233640886e-02   6.543905880e-03   4.596681625e-02   3.083395089e-01   8.456808708e-01   2.079262297e-04   1.980749375e-02   2.551211082e-03   1.152590228e-02   1.202265959e-01   
1.186492533e-01   8.216707293e-01   2.477327045e-01   6.137149286e-02   4.250103384e-01   1.928042311e-01   7.960652267e-03   1.563050970e+00   7.744376879e-01     2.432967751e+00     4.945041301e-01    3.554591674e+02   4.285921634e-06   2.007519091e-01   1.000000015e+00   8.456972271e-01   -1.628020342e+05  -4.476057160e+03    1.683265974e+05     -4.147212747e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.063774285e-01   4.675119266e-04   3.233482423e-02   6.542193339e-03   4.596028795e-02   3.083177540e-01   8.456972271e-01   2.082082881e-04   1.980589579e-02   2.550462650e-03   1.152390035e-02   1.202143058e-01   
1.188305033e-01   8.229259232e-01   2.474492340e-01   6.123112342e-02   4.240382509e-01   1.923632475e-01   7.933356376e-03   1.564897207e+00   7.744652305e-01     2.433054279e+00     4.950666113e-01    3.554602626e+02   4.258127050e-06   2.009764033e-01   1.000000000e+00   8.457087136e-01   -1.629868390e+05  -4.446713916e+03    1.684828384e+05     -4.147312795e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.063991612e-01   4.679733014e-04   3.233372243e-02   6.540979301e-03   4.595568285e-02   3.083024809e-01   8.457087136e-01   2.084091246e-04   1.980478010e-02   2.549932605e-03   1.152248923e-02   1.202056753e-01   
1.195055033e-01   8.276004385e-01   2.463902830e-01   6.070817155e-02   4.204167005e-01   1.907203457e-01   7.831939993e-03   1.571826122e+00   7.745653661e-01     2.433368864e+00     4.971789223e-01    3.554642752e+02   4.155815719e-06   2.018197219e-01   1.000000000e+00   8.457507516e-01   -1.636808804e+05  -4.338734564e+03    1.690717809e+05     -4.147678422e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.064787930e-01   4.697207568e-04   3.232980293e-02   6.536427132e-03   4.593862783e-02   3.082466284e-01   8.457507516e-01   2.091702735e-04   1.980076347e-02   2.547950056e-03   1.151727312e-02   1.201740915e-01   
1.202805033e-01   8.329674745e-01   2.451686427e-01   6.010766335e-02   4.162580565e-01   1.888337936e-01   7.716020812e-03   1.579880901e+00   7.746745123e-01     2.433711757e+00     4.996367275e-01    3.554687674e+02   4.040310716e-06   2.028014340e-01   1.000000000e+00   8.457977347e-01   -1.644884871e+05  -4.216921367e+03    1.697609238e+05     -4.148086001e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.065679531e-01   4.717760021e-04   3.232560664e-02   6.531152832e-03   4.591922714e-02   3.081842843e-01   8.457977347e-01   2.100662784e-04   1.979638291e-02   2.545661278e-03   1.151135639e-02   1.201387985e-01   
1.208305033e-01   8.367763387e-01   2.442980159e-01   5.968152059e-02   4.133069293e-01   1.874950267e-01   7.634110502e-03   1.585660818e+00   7.747475838e-01     2.433941318e+00     5.014018003e-01    3.554718847e+02   3.959560820e-06   2.035067306e-01   1.000000000e+00   8.458302874e-01   -1.650684980e+05  -4.131761586e+03    1.702582211e+05     -4.148367672e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.066298307e-01   4.732658032e-04   3.232281557e-02   6.527378564e-03   4.590556753e-02   3.081411418e-01   8.458302874e-01   2.107162523e-04   1.979341631e-02   2.544028570e-03   1.150720114e-02   1.201143503e-01   
1.213805033e-01   8.405852030e-01   2.434240077e-01   5.925524752e-02   4.103548997e-01   1.861558503e-01   7.552467189e-03   1.591499448e+00   7.748183478e-01     2.434163629e+00     5.031860567e-01    3.554749379e+02   3.879883137e-06   2.042199536e-01   1.000000000e+00   8.458621227e-01   -1.656548391e+05  -4.047826472e+03    1.707630205e+05     -4.148642421e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.066904405e-01   4.747857474e-04   3.232019716e-02   6.523571584e-03   4.589200219e-02   3.080990028e-01   8.458621227e-01   2.113798273e-04   1.979058048e-02   2.542386490e-03   1.150308438e-02   1.200904461e-01   
1.219867533e-01   8.447836102e-01   2.424568451e-01   5.878532173e-02   4.071005660e-01   1.846795349e-01   7.462802897e-03   1.598001219e+00   7.748926681e-01     2.434397113e+00     5.051744114e-01    3.554782325e+02   3.793343072e-06   2.050150458e-01   1.000000000e+00   8.458964194e-01   -1.663082795e+05  -3.956585244e+03    1.713278320e+05     -4.148937566e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.067558469e-01   4.764952217e-04   3.231750552e-02   6.519338715e-03   4.587715054e-02   3.080536631e-01   8.458964194e-01   2.121266365e-04   1.978760142e-02   2.540565967e-03   1.149858834e-02   1.200646982e-01   
1.220367533e-01   8.451298706e-01   2.423769298e-01   5.874657612e-02   4.068322446e-01   1.845578120e-01   7.455425973e-03   1.598540235e+00   7.748985490e-01     2.434415589e+00     5.053392621e-01    3.554785015e+02   3.786181032e-06   2.050809755e-01   1.000000000e+00   8.458992185e-01   -1.663624561e+05  -3.949134504e+03    1.713748577e+05     -4.148961616e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.067611888e-01   4.766374971e-04   3.231729013e-02   6.518988140e-03   4.587592994e-02   3.080499655e-01   8.458992185e-01   2.121888088e-04   1.978736080e-02   2.540415389e-03   1.149821923e-02   1.200625973e-01   
1.221711283e-01   8.460604454e-01   2.421620151e-01   5.864244155e-02   4.061110911e-01   1.842306636e-01   7.435611455e-03   1.599991458e+00   7.749143111e-01     2.434465107e+00     5.057832458e-01    3.554792215e+02   3.767127102e-06   2.052585538e-01   1.000000000e+00   8.459067059e-01   -1.665083682e+05  -3.929084844e+03    1.715013225e+05     -4.149025915e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.067754830e-01   4.770211329e-04   3.231671934e-02   6.518044874e-03   4.587265457e-02   3.080400771e-01   8.459067059e-01   2.123564722e-04   1.978672032e-02   2.540010448e-03   1.149722921e-02   1.200569777e-01   
1.227961283e-01   8.503887002e-01   2.411596380e-01   5.815797101e-02   4.027560319e-01   1.827086545e-01   7.343658828e-03   1.606789575e+00   7.749855843e-01     2.434689018e+00     5.078641075e-01    3.554825197e+02   3.679477179e-06   2.060910325e-01   1.000000000e+00   8.459409633e-01   -1.671922495e+05  -3.836815785e+03    1.720957577e+05     -4.149319431e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.068409688e-01   4.788316593e-04   3.231421038e-02   6.513628945e-03   4.585748474e-02   3.079948755e-01   8.459409633e-01   2.131480968e-04   1.978385025e-02   2.538118480e-03   1.149265227e-02   1.200312676e-01   
1.229086283e-01   8.511677861e-01   2.409787913e-01   5.807077784e-02   4.021522011e-01   1.824347290e-01   7.327150082e-03   1.608020978e+00   7.749979033e-01     2.434727720e+00     5.082411744e-01    3.554831056e+02   3.663813819e-06   2.062419145e-01   1.000000000e+00   8.459470426e-01   -1.673161768e+05  -3.820335032e+03    1.722037124e+05     -4.149371407e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.068526019e-01   4.791613099e-04   3.231377863e-02   6.512829915e-03   4.585476634e-02   3.079868619e-01   8.459470426e-01   2.132922821e-04   1.978334884e-02   2.537776717e-03   1.149183328e-02   1.200267063e-01   
1.233586283e-01   8.542841296e-01   2.402540142e-01   5.772199133e-02   3.997367821e-01   1.813389839e-01   7.261236469e-03   1.612971880e+00   7.750459379e-01     2.434878625e+00     5.097576433e-01    3.554854245e+02   3.601528745e-06   2.068488234e-01   1.000000000e+00   8.459710834e-01   -1.678145913e+05  -3.754897383e+03    1.726387881e+05     -4.149576581e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.068986485e-01   4.804929288e-04   3.231212406e-02   6.509620318e-03   4.584392330e-02   3.079551909e-01   8.459710834e-01   2.138748845e-04   1.978139709e-02   2.536405699e-03   1.148857064e-02   1.200086683e-01   
1.239086283e-01   8.580929939e-01   2.393648693e-01   5.729554064e-02   3.967835224e-01   1.799992495e-01   7.180916139e-03   1.619081662e+00   7.751025408e-01     2.435056448e+00     5.116303523e-01    3.554881994e+02   3.526592865e-06   2.075985482e-01   1.000000000e+00   8.459998012e-01   -1.684301152e+05  -3.676012721e+03    1.731779124e+05     -4.149820744e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.069537520e-01   4.821512942e-04   3.231026416e-02   6.505662673e-03   4.583075393e-02   3.079174160e-01   8.459998012e-01   2.146008495e-04   1.977913409e-02   2.534719554e-03   1.148461751e-02   1.199871268e-01   
1.244336283e-01   8.617287279e-01   2.385130680e-01   5.688848363e-02   3.939645681e-01   1.787204422e-01   7.104526833e-03   1.624969968e+00   7.751531452e-01     2.435215426e+00     5.134361857e-01    3.554907941e+02   3.455893329e-06   2.083217168e-01   1.000000000e+00   8.460266090e-01   -1.690236803e+05  -3.601676553e+03    1.736995786e+05     -4.150047755e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070052824e-01   4.837624841e-04   3.230863653e-02   6.501854545e-03   4.581825817e-02   3.078822059e-01   8.460266090e-01   2.153065178e-04   1.977708536e-02   2.533101053e-03   1.148087532e-02   1.199670228e-01   
1.244875346e-01   8.621020399e-01   2.384254503e-01   5.684669537e-02   3.936751757e-01   1.785891606e-01   7.096700172e-03   1.625577624e+00   7.751581543e-01     2.435231163e+00     5.136225936e-01    3.554910578e+02   3.448674263e-06   2.083963772e-01   1.000000000e+00   8.460293308e-01   -1.690849524e+05  -3.594088705e+03    1.737535144e+05     -4.150070753e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070105188e-01   4.839292867e-04   3.230847630e-02   6.501462122e-03   4.581697951e-02   3.078786340e-01   8.460293308e-01   2.153795910e-04   1.977688030e-02   2.532934464e-03   1.148049282e-02   1.199649821e-01   
1.245000346e-01   8.621886050e-01   2.384051297e-01   5.683700585e-02   3.936080737e-01   1.785587200e-01   7.094885800e-03   1.625718595e+00   7.751593050e-01     2.435234778e+00     5.136658394e-01    3.554911188e+02   3.447000765e-06   2.084136983e-01   1.000000000e+00   8.460299612e-01   -1.690991673e+05  -3.592330134e+03    1.737660290e+05     -4.150076079e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070117318e-01   4.839679955e-04   3.230843931e-02   6.501371099e-03   4.581668310e-02   3.078778067e-01   8.460299612e-01   2.153965489e-04   1.977683288e-02   2.532895828e-03   1.148040416e-02   1.199645094e-01   
1.245906596e-01   8.628162020e-01   2.382577526e-01   5.676675667e-02   3.931215836e-01   1.783380257e-01   7.081736202e-03   1.626741715e+00   7.751676504e-01     2.435260996e+00     5.139797191e-01    3.554915608e+02   3.434878482e-06   2.085394194e-01   1.000000000e+00   8.460345219e-01   -1.692023399e+05  -3.579597482e+03    1.738568946e+05     -4.150114591e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070205082e-01   4.842491024e-04   3.230817361e-02   6.500710761e-03   4.581453543e-02   3.078718229e-01   8.460345219e-01   2.155197051e-04   1.977649091e-02   2.532615599e-03   1.147976192e-02   1.199610900e-01   
1.251406596e-01   8.666250662e-01   2.373610943e-01   5.634028908e-02   3.901682069e-01   1.769982383e-01   7.002082587e-03   1.632991190e+00   7.752171515e-01     2.435416508e+00     5.158977832e-01    3.554942053e+02   3.362057132e-06   2.093078347e-01   1.000000000e+00   8.460617790e-01   -1.698328250e+05  -3.503074905e+03    1.744134406e+05     -4.150344062e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070730322e-01   4.859768786e-04   3.230667173e-02   6.496679093e-03   4.580154335e-02   3.078360968e-01   8.460617790e-01   2.162769229e-04   1.977449766e-02   2.530907451e-03   1.147588326e-02   1.199406557e-01   
1.252344096e-01   8.672743045e-01   2.372079422e-01   5.626760786e-02   3.896648744e-01   1.767699035e-01   6.988537509e-03   1.634062350e+00   7.752251351e-01     2.435441589e+00     5.162266378e-01    3.554946507e+02   3.349723441e-06   2.094396019e-01   1.000000000e+00   8.460663648e-01   -1.699409247e+05  -3.490117430e+03    1.745090258e+05     -4.150382563e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070818781e-01   4.862742719e-04   3.230642955e-02   6.495988592e-03   4.579933683e-02   3.078300926e-01   8.460663648e-01   2.164072930e-04   1.977416846e-02   2.530615294e-03   1.147522539e-02   1.199372187e-01   
1.253031596e-01   8.677504125e-01   2.370955716e-01   5.621431008e-02   3.892957762e-01   1.766024636e-01   6.978610342e-03   1.634849099e+00   7.752309632e-01     2.435459899e+00     5.164681942e-01    3.554949763e+02   3.340692171e-06   2.095363942e-01   1.000000000e+00   8.460697164e-01   -1.700203284e+05  -3.480633478e+03    1.745792718e+05     -4.150410681e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.070883451e-01   4.864928880e-04   3.230625465e-02   6.495481716e-03   4.579772025e-02   3.078257054e-01   8.460697164e-01   2.165031354e-04   1.977392910e-02   2.530400901e-03   1.147474356e-02   1.199347069e-01   
1.258406596e-01   8.714727117e-01   2.362149500e-01   5.579750260e-02   3.864092978e-01   1.752930242e-01   6.901138826e-03   1.641038686e+00   7.752757421e-01     2.435600576e+00     5.183692559e-01    3.554974879e+02   3.270643136e-06   2.102982969e-01   1.000000000e+00   8.460955377e-01   -1.706452550e+05  -3.407185876e+03    1.751333097e+05     -4.150626607e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.071382338e-01   4.882219232e-04   3.230498807e-02   6.491498119e-03   4.578512104e-02   3.077919371e-01   8.460955377e-01   2.172613822e-04   1.977213250e-02   2.528718414e-03   1.147099425e-02   1.199153557e-01   
1.259914408e-01   8.725169031e-01   2.359673625e-01   5.568059614e-02   3.855996963e-01   1.749257518e-01   6.879461379e-03   1.642785186e+00   7.752873751e-01     2.435637122e+00     5.189059321e-01    3.554981831e+02   3.251273157e-06   2.105134218e-01   1.000000000e+00   8.461026772e-01   -1.708216776e+05  -3.386730001e+03    1.752899974e+05     -4.150686109e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.071520442e-01   4.887119231e-04   3.230465663e-02   6.490375379e-03   4.578160050e-02   3.077826114e-01   8.461026772e-01   2.174763230e-04   1.977164674e-02   2.528244883e-03   1.146994810e-02   1.199100067e-01   
1.260008158e-01   8.725818270e-01   2.359519608e-01   5.567332779e-02   3.855493615e-01   1.749029176e-01   6.878114392e-03   1.642893944e+00   7.752880949e-01     2.435639383e+00     5.189393520e-01    3.554982262e+02   3.250067018e-06   2.105268185e-01   1.000000000e+00   8.461031198e-01   -1.708326638e+05  -3.385460583e+03    1.752997592e+05     -4.150689795e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.071529004e-01   4.887424538e-04   3.230463633e-02   6.490305512e-03   4.578138180e-02   3.077820335e-01   8.461031198e-01   2.174897162e-04   1.977161677e-02   2.528215424e-03   1.146988313e-02   1.199096752e-01   
1.260289408e-01   8.727765984e-01   2.359057496e-01   5.565152268e-02   3.853983565e-01   1.748344148e-01   6.874073946e-03   1.643220376e+00   7.752902692e-01     2.435646214e+00     5.190396557e-01    3.554983555e+02   3.246438749e-06   2.105670269e-01   1.000000000e+00   8.461044463e-01   -1.708656371e+05  -3.381654178e+03    1.753290611e+05     -4.150700839e+02  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      6.071554673e-01   4.888340981e-04   3.230457569e-02   6.490095868e-03   4.578072586e-02   3.077803012e-01   8.461044463e-01   2.175299192e-04   1.977152707e-02   2.528127036e-03   1.146968829e-02   1.199086814e-01   
