t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       dummy(14)         WL_NC7H16(15)     
9.641366412e-05   1.967625798e-04   6.999109890e-01   4.898753926e-01   9.997456991e-01   1.538988934e+00   1.795258779e-01   6.657577628e-02   9.319423484e-02     2.927783235e-01     5.351221238e-02    3.000000000e+02   -2.737491943e-23  0.000000000e+00   1.000000000e+00   
1.761718604e-04   3.595344089e-04   6.999069940e-01   4.898698003e-01   9.997342863e-01   1.538971366e+00   1.795228038e-01   3.870021690e-02   5.417310495e-02     1.701898285e-01     4.242347288e-02    3.000000000e+02   8.222544925e-22   0.000000000e+00   1.000000000e+00   
4.441041682e-04   9.063350371e-04   6.998993984e-01   4.898591678e-01   9.997125874e-01   1.538937963e+00   1.795169591e-01   2.208146754e-02   3.090961169e-02     9.710540903e-02     3.062604762e-02    3.000000000e+02   -2.135424739e-24  0.000000000e+00   1.000000000e+00   
1.110868488e-03   2.267078547e-03   6.998878259e-01   4.898429688e-01   9.996795281e-01   1.538887072e+00   1.795080545e-01   1.475708004e-02   2.065660133e-02     6.489462698e-02     2.338623984e-02    3.000000000e+02   4.185068300e-25   0.000000000e+00   1.000000000e+00   
1.855646403e-03   3.787033476e-03   6.998776522e-01   4.898287280e-01   9.996504653e-01   1.538842333e+00   1.795002266e-01   1.295031508e-02   1.812727223e-02     5.694850528e-02     2.072533181e-02    3.000000000e+02   3.116385913e-22   0.000000000e+00   1.000000000e+00   
3.187615855e-03   6.505338480e-03   6.998610526e-01   4.898054930e-01   9.996030469e-01   1.538769338e+00   1.794874548e-01   1.223807709e-02   1.712990702e-02     5.381519006e-02     1.876073224e-02    3.000000000e+02   1.281796887e-21   0.000000000e+00   1.000000000e+00   
7.633858639e-03   1.557930335e-02   6.998040500e-01   4.897257083e-01   9.994402211e-01   1.538518688e+00   1.794436014e-01   1.379059102e-02   1.930142290e-02     6.063720838e-02     1.709524336e-02    3.000000000e+02   -5.059747671e-22  0.000000000e+00   1.000000000e+00   
1.883743672e-02   3.844374842e-02   6.996191921e-01   4.894670140e-01   9.989122735e-01   1.537705975e+00   1.793014354e-01   1.935156642e-02   2.707745453e-02     8.506633223e-02     1.713142409e-02    3.000000030e+02   -4.761002258e-22  0.000000000e+00   1.000000000e+00   
2.859684915e-02   5.836091663e-02   6.994098483e-01   4.891741359e-01   9.983145631e-01   1.536785872e+00   1.791405289e-01   2.359855643e-02   3.301012554e-02     1.037043679e-01     1.779266104e-02    3.000003437e+02   4.230012797e-22   0.000000000e+00   1.000000000e+00   
5.787508642e-02   1.181124213e-01   6.985494997e-01   4.879714035e-01   9.958600071e-01   1.533007376e+00   1.784802560e-01   3.480529256e-02   4.862643941e-02     1.527644648e-01     2.006437357e-02    3.000847463e+02   2.218229901e-22   0.000000000e+00   1.000000000e+00   
1.435804474e-01   2.930213211e-01   6.944363935e-01   4.822419046e-01   9.841671523e-01   1.515007625e+00   1.753460719e-01   5.989209087e-02   8.318249516e-02     2.613255157e-01     2.595571236e-02    3.035547981e+02   2.640953256e-21   0.000000000e+00   1.000000000e+00   
2.435804474e-01   4.971029538e-01   6.872814481e-01   4.723557889e-01   9.639914060e-01   1.483949476e+00   1.699818242e-01   8.237158041e-02   1.132249181e-01     3.557065710e-01     3.149615580e-02    3.110164240e+02   1.398390431e-21   0.000000000e+00   1.000000000e+00   
3.315804474e-01   6.766947905e-01   6.793005714e-01   4.614492663e-01   9.417331965e-01   1.449685625e+00   1.641287122e-01   9.854713339e-02   1.338862480e-01     4.206160533e-01     3.553971217e-02    3.172295657e+02   2.049477031e-22   0.000000000e+00   1.000000000e+00   
4.315804474e-01   8.807764232e-01   6.686593210e-01   4.471052876e-01   9.124597706e-01   1.404622687e+00   1.565356754e-01   1.137754796e-01   1.521540698e-01     4.780061079e-01     3.937759401e-02    3.229747241e+02   -3.453794423e-21  0.000000000e+00   1.000000000e+00   
5.315804474e-01   1.084858056e+00   6.566396961e-01   4.311756905e-01   8.799503888e-01   1.354578382e+00   1.482449895e-01   1.261938060e-01   1.657277248e-01     5.206490028e-01     4.254437473e-02    3.273491244e+02   -8.412669527e-22  0.000000000e+00   1.000000000e+00   
6.315804474e-01   1.288939688e+00   6.434963470e-01   4.140875486e-01   8.450766297e-01   1.300894401e+00   1.395201324e-01   1.363430812e-01   1.754725494e-01     5.512632722e-01     4.517586890e-02    3.305824798e+02   1.797313886e-21   0.000000000e+00   1.000000000e+00   
7.315804474e-01   1.493021321e+00   6.294301213e-01   3.961822776e-01   8.085352604e-01   1.244643333e+00   1.305693340e-01   1.447309699e-01   1.821960638e-01     5.723858157e-01     4.739952995e-02    3.329165121e+02   -1.262038772e-21  0.000000000e+00   1.000000000e+00   
8.315804474e-01   1.697102954e+00   6.145936768e-01   3.777253876e-01   7.708681379e-01   1.186659303e+00   1.215522173e-01   1.518145314e-01   1.866085022e-01     5.862478995e-01     4.932976920e-02    3.345616831e+02   -2.489940083e-20  0.000000000e+00   1.000000000e+00   
9.275804474e-01   1.893021321e+00   5.997292886e-01   3.596752196e-01   7.340310605e-01   1.129953028e+00   1.129443209e-01   1.577478281e-01   1.892119855e-01     5.944269835e-01     5.099552379e-02    3.356538131e+02   1.252768548e-22   0.000000000e+00   1.000000000e+00   
1.023580447e+00   2.088939688e+00   5.843160608e-01   3.414252589e-01   6.967862427e-01   1.072619085e+00   1.044580931e-01   1.631194874e-01   1.906266726e-01     5.988713542e-01     5.255044328e-02    3.363882059e+02   6.629139943e-22   0.000000000e+00   1.000000000e+00   
1.123580447e+00   2.293021321e+00   5.677383787e-01   3.223268666e-01   6.578099319e-01   1.012619716e+00   9.581717932e-02   1.683952337e-01   1.912088739e-01     6.007003935e-01     5.411999487e-02    3.368844398e+02   -2.429503848e-21  0.000000000e+00   1.000000000e+00   
1.217580447e+00   2.484858056e+00   5.516732856e-01   3.043434140e-01   6.211090082e-01   9.561230336e-01   8.791125589e-02   1.732464371e-01   1.911508624e-01     6.005181449e-01     5.559822893e-02    3.371647064e+02   4.746926564e-22   0.000000000e+00   1.000000000e+00   
1.317580447e+00   2.688939688e+00   5.340881962e-01   2.852502013e-01   5.821432679e-01   8.961399368e-01   7.976962706e-02   1.784692099e-01   1.906365967e-01     5.989025319e-01     5.721932261e-02    3.373272431e+02   -6.769290205e-21  0.000000000e+00   1.000000000e+00   
1.407580447e+00   2.872613158e+00   5.177871160e-01   2.681034975e-01   5.471499949e-01   8.422719782e-01   7.268626308e-02   1.833781825e-01   1.899017205e-01     5.965938502e-01     5.876248694e-02    3.373843479e+02   -5.940481768e-21  0.000000000e+00   1.000000000e+00   
1.499580447e+00   3.060368260e+00   5.006603702e-01   2.506608063e-01   5.115526659e-01   7.874741476e-01   6.570951638e-02   1.887074047e-01   1.889566382e-01     5.936247864e-01     6.045237598e-02    3.373852192e+02   -6.471233800e-21  0.000000000e+00   1.000000000e+00   
1.583580447e+00   3.231796831e+00   4.845792582e-01   2.348170574e-01   4.792184846e-01   7.376995426e-01   5.957898285e-02   1.939305061e-01   1.879494016e-01     5.904604592e-01     6.211977794e-02    3.373483440e+02   -6.313179851e-21  0.000000000e+00   1.000000000e+00   
1.678580447e+00   3.425674382e+00   4.658377211e-01   2.170047824e-01   4.428669029e-01   6.817406303e-01   5.293008360e-02   2.004467400e-01   1.867513051e-01     5.866965282e-01     6.420374837e-02    3.372747253e+02   3.039157249e-23   0.000000000e+00   1.000000000e+00   
1.778580447e+00   3.629756015e+00   4.454187855e-01   1.983978945e-01   4.048936621e-01   6.232853677e-01   4.627050191e-02   2.080796960e-01   1.853652109e-01     5.823419849e-01     6.665305286e-02    3.371697806e+02   -1.494249946e-24  0.000000000e+00   1.000000000e+00   
1.878580447e+00   3.833837648e+00   4.241863954e-01   1.799340981e-01   3.672124450e-01   5.652796406e-01   3.996398886e-02   2.167557447e-01   1.838896760e-01     5.777064553e-01     6.944145645e-02    3.370420019e+02   -6.079922828e-24  0.000000000e+00   1.000000000e+00   
1.978580447e+00   4.037919280e+00   4.020224952e-01   1.616220867e-01   3.298409932e-01   5.077507602e-01   3.402120460e-02   2.267627755e-01   1.823274737e-01     5.727986519e-01     7.266057922e-02    3.368944292e+02   -3.938706727e-23  0.000000000e+00   1.000000000e+00   
2.078580447e+00   4.242000913e+00   3.787687585e-01   1.434657724e-01   2.927872907e-01   4.507110167e-01   2.845254204e-02   2.385024126e-01   1.806745254e-01     5.676057617e-01     7.643859558e-02    3.367274904e+02   -8.998641037e-22  0.000000000e+00   1.000000000e+00   
2.178580447e+00   4.446082546e+00   3.542253924e-01   1.254756286e-01   2.560727114e-01   3.941933130e-01   2.327221349e-02   2.525344571e-01   1.789082343e-01     5.620567945e-01     8.095713560e-02    3.365396171e+02   -9.143472976e-23  0.000000000e+00   1.000000000e+00   
2.278580447e+00   4.650164178e+00   3.281423913e-01   1.076774290e-01   2.197498550e-01   3.382786198e-01   1.850059254e-02   2.697193249e-01   1.770126885e-01     5.561017618e-01     8.649169694e-02    3.363272536e+02   1.611025362e-22   0.000000000e+00   1.000000000e+00   
2.378580447e+00   4.854245811e+00   3.001289151e-01   9.007736567e-02   1.838313585e-01   2.829863902e-01   1.415539971e-02   2.914478109e-01   1.749438306e-01     5.496022529e-01     9.349098235e-02    3.360834909e+02   1.484164970e-21   0.000000000e+00   1.000000000e+00   
2.478580447e+00   5.058327444e+00   2.696206376e-01   7.269528823e-02   1.483577311e-01   2.283789834e-01   1.026261452e-02   3.201311208e-01   1.726279138e-01     5.423265858e-01     1.027335076e-01    3.357969574e+02   4.862984398e-22   0.000000000e+00   1.000000000e+00   
2.578580447e+00   5.262409076e+00   2.357084133e-01   5.555845612e-02   1.133846043e-01   1.745420376e-01   6.856837791e-03   3.605133075e-01   1.699520394e-01     5.339200785e-01     1.157505374e-01    3.354471549e+02   6.794972548e-21   0.000000000e+00   1.000000000e+00   
2.678580447e+00   5.466490709e+00   1.967603693e-01   3.871464294e-02   7.900947539e-02   1.216256378e-01   3.988517570e-03   4.236546867e-01   1.667169053e-01     5.237566048e-01     1.361044356e-01    3.349914088e+02   3.597516665e-21   0.000000000e+00   1.000000000e+00   
2.763580447e+00   5.639960097e+00   1.571024983e-01   2.468119498e-02   5.036978566e-02   7.753826082e-02   2.030242415e-03   5.188729814e-01   1.630324834e-01     5.121816521e-01     1.668234728e-01    3.344406886e+02   -2.352645993e-20  0.000000000e+00   1.000000000e+00   
2.828580447e+00   5.772613158e+00   1.191169039e-01   1.418883678e-02   2.895680976e-02   4.457554540e-02   8.849501594e-04   6.671361351e-01   1.589343817e-01     4.993070860e-01     2.146741973e-01    3.337778349e+02   -1.684169073e-20  0.000000000e+00   1.000000000e+00   
2.878580447e+00   5.874653974e+00   7.962701786e-02   6.340461973e-03   1.293971831e-02   1.991914875e-02   2.643504023e-04   9.620268218e-01   1.532066538e-01     4.813128982e-01     3.099457294e-01    3.328108763e+02   2.383918279e-20   0.000000000e+00   1.000000000e+00   
