t[s](1)           t[s/mm2](2)       D[mm](3)          D2[mm2](4)        (D/D0)^2[-](5)    S[mm2](6)         V[mm3](7)         dD/dt[mm/s](8)    dD2/dt[mm2/s](9)    dS/dt[mm2/s](10)    Kv[kg/m2/s](11)    T[K](12)          VL[m/s](13)       VG[m/s](14)       WL_C2H5OH(15)     WG_C2H5OH(16)     dHev[W/m2](17)    QcondL[W/m2](18)    QcondG[W/m2](19)    Qrad[W/m2](20)    Qfiber[W/m2](21)    QBuoy[W/m2](22)    hBuoy[W/m2/K](23)    QConv[W/m2](24)    hConv[W/m2/K](25)    C2H5OH_x(26)      O2_x(27)          CO2_x(28)         CO_x(29)          H2O_x(30)         N2_x(31)          C2H5OH_w(32)      O2_w(33)          CO2_w(34)         CO_w(35)          H2O_w(36)         N2_w(37)          
5.542013471e-06   2.983410657e-05   4.309995777e-01   1.857606360e-01   9.999980406e-01   5.835842494e-01   4.192076085e-02   -4.386309543e-01  -3.780995121e-01    -1.187834650e+00    1.477204327e-01    3.011171215e+02   4.071498208e-04   9.648448091e-02   1.000000000e+00   1.127963228e-01   -1.356866547e+05  -1.715113964e+05    3.068960245e+05     -6.397993603e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.262373029e-02   2.229211166e-01   4.536130640e-01   1.326279601e-06   1.516483061e-08   2.308407476e-01   1.127963228e-01   1.885549467e-01   5.277046736e-01   9.820013505e-07   7.221638067e-09   1.709430676e-01   
6.273361571e-06   3.377114449e-05   4.309999015e-01   1.857609151e-01   9.999995431e-01   5.835851263e-01   4.192085533e-02   -4.558814896e-01  -3.929697543e-01    -1.234550893e+00    1.414744103e-01    3.013045761e+02   4.078363969e-04   9.244229698e-02   1.000000000e+00   1.139738310e-01   -1.299109968e+05  -1.919309598e+05    3.215291055e+05     -7.478587482e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.361098338e-02   2.227014722e-01   4.530671852e-01   4.000490266e-06   4.825510233e-08   2.306163105e-01   1.139738310e-01   1.883282512e-01   5.269551581e-01   2.961391859e-06   2.297455250e-08   1.707397754e-01   
6.931574862e-06   3.731447861e-05   4.310002060e-01   1.857611776e-01   1.000000956e+00   5.835859508e-01   4.192094416e-02   -4.752930325e-01  -4.097027898e-01    -1.287119275e+00    1.368711647e-01    3.014689267e+02   4.116879718e-04   8.946612752e-02   1.000000000e+00   1.150147889e-01   -1.256513602e+05  -2.090391179e+05    3.343651414e+05     -8.427657435e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.448401370e-02   2.225078460e-01   4.525820622e-01   9.188779033e-06   1.173313936e-07   2.304167720e-01   1.150147889e-01   1.881285591e-01   5.262903449e-01   6.800760521e-06   5.585152848e-08   1.705594504e-01   
7.352100019e-06   3.957827541e-05   4.310004070e-01   1.857613508e-01   1.000001889e+00   5.835864951e-01   4.192100282e-02   -4.869435151e-01  -4.197457064e-01    -1.318670028e+00    1.343296619e-01    3.015723510e+02   4.142816847e-04   8.782441807e-02   1.000000000e+00   1.156740062e-01   -1.232980278e+05  -2.194648907e+05    3.424301304e+05     -9.025694957e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.503699779e-02   2.223855015e-01   4.522732507e-01   1.467027108e-05   1.949038948e-07   2.302893848e-01   1.156740062e-01   1.880024830e-01   5.258679270e-01   1.085639230e-05   9.276605057e-08   1.704446347e-01   
7.717774069e-06   4.154679437e-05   4.310005879e-01   1.857615068e-01   1.000002728e+00   5.835869851e-01   4.192105561e-02   -5.024048661e-01  -4.330735854e-01    -1.360540794e+00    1.323325537e-01    3.016615109e+02   4.194678725e-04   8.653531245e-02   1.000000000e+00   1.162449009e-01   -1.214477984e+05  -2.282636601e+05    3.493684508e+05     -9.541744240e+00  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.551595230e-02   2.222797376e-01   4.520045881e-01   2.124623574e-05   2.924931321e-07   2.301781833e-01   1.162449009e-01   1.878935724e-01   5.255010131e-01   1.572115026e-05   1.391999745e-07   1.703446533e-01   
8.211434037e-06   4.420429497e-05   4.310008404e-01   1.857617244e-01   1.000003900e+00   5.835876688e-01   4.192112928e-02   -5.084720447e-01  -4.383037572e-01    -1.376971864e+00    1.298962571e-01    3.017809073e+02   4.194112052e-04   8.496399241e-02   1.000000000e+00   1.170132071e-01   -1.191893692e+05  -2.397871340e+05    3.586300887e+05     -1.023351715e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.616059400e-02   2.221377290e-01   4.516407971e-01   3.351796045e-05   4.850343031e-07   2.300268768e-01   1.170132071e-01   1.877474813e-01   5.250052220e-01   2.479817100e-05   2.307999341e-07   1.702090607e-01   
8.833079922e-06   4.755077719e-05   4.310011633e-01   1.857620027e-01   1.000005398e+00   5.835885432e-01   4.192122350e-02   -5.272322781e-01  -4.544754504e-01    -1.427776736e+00    1.272177192e-01    3.019299201e+02   4.253843418e-04   8.323872229e-02   1.000000000e+00   1.179782832e-01   -1.167040690e+05  -2.537798042e+05    3.701253706e+05     -1.109803719e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.697040142e-02   2.219600173e-01   4.511792644e-01   5.599327399e-05   8.650033059e-07   2.298334586e-01   1.179782832e-01   1.875649456e-01   5.243783146e-01   4.141932927e-05   4.115343844e-07   1.700366258e-01   
9.015916947e-06   4.853503667e-05   4.310012603e-01   1.857620864e-01   1.000005848e+00   5.835888059e-01   4.192125181e-02   -5.337990268e-01  -4.601361066e-01    -1.445560212e+00    1.265008782e-01    3.019734983e+02   4.277549081e-04   8.277748564e-02   1.000000000e+00   1.182618301e-01   -1.160384575e+05  -2.577953870e+05    3.734710527e+05     -1.135110462e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.720833511e-02   2.219079732e-01   4.510425154e-01   6.435170043e-05   1.013600022e-06   2.297758109e-01   1.182618301e-01   1.875115588e-01   5.241930807e-01   4.759983409e-05   4.822066363e-07   1.699854483e-01   
9.308456187e-06   5.010985184e-05   4.310014180e-01   1.857622223e-01   1.000006580e+00   5.835892329e-01   4.192129782e-02   -5.440544186e-01  -4.689764518e-01    -1.473332976e+00    1.254126202e-01    3.020430092e+02   4.314970068e-04   8.207771666e-02   1.000000000e+00   1.187153552e-01   -1.150275326e+05  -2.641325718e+05    3.787906278e+05     -1.175499520e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.758890148e-02   2.218249156e-01   4.508225528e-01   7.958738410e-05   1.293153774e-06   2.296827495e-01   1.187153552e-01   1.874264325e-01   5.238956757e-01   5.886471134e-05   6.151515458e-07   1.699030568e-01   
9.637562833e-06   5.188151890e-05   4.310015989e-01   1.857623783e-01   1.000007420e+00   5.835897229e-01   4.192135061e-02   -5.552404639e-01  -4.786190555e-01    -1.503626109e+00    1.242690090e-01    3.021209027e+02   4.356342033e-04   8.134301695e-02   1.000000000e+00   1.192254056e-01   -1.139645462e+05  -2.711364171e+05    3.847242151e+05     -1.220792422e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.801688816e-02   2.217318142e-01   4.505731569e-01   9.973005436e-05   1.678299809e-06   2.295767324e-01   1.192254056e-01   1.873311310e-01   5.235593573e-01   7.375615615e-05   7.982941089e-07   1.698095517e-01   
1.000323688e-05   5.385003786e-05   4.310018042e-01   1.857625552e-01   1.000008372e+00   5.835902788e-01   4.192141051e-02   -5.672627404e-01  -4.889825291e-01    -1.536183921e+00    1.230896779e-01    3.022070830e+02   4.401443558e-04   8.058618784e-02   1.000000000e+00   1.197919991e-01   -1.128675777e+05  -2.787687259e+05    3.912517640e+05     -1.270944714e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.849229207e-02   2.216288279e-01   4.502933174e-01   1.262027235e-04   2.208204621e-06   2.294571517e-01   1.197919991e-01   1.872258732e-01   5.231831917e-01   9.332513283e-05   1.050244374e-06   1.697045606e-01   
1.031405983e-05   5.552327897e-05   4.310019821e-01   1.857627086e-01   1.000009198e+00   5.835907605e-01   4.192146242e-02   -5.771660763e-01  -4.975194457e-01    -1.563003436e+00    1.221563306e-01    3.022800360e+02   4.439083760e-04   7.998789760e-02   1.000000000e+00   1.202735230e-01   -1.119987767e+05  -2.851360460e+05    3.967438840e+05     -1.313432968e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.889628171e-02   2.215417148e-01   4.500529214e-01   1.524020569e-04   2.756207056e-06   2.293539238e-01   1.202735230e-01   1.871369852e-01   5.228611418e-01   1.126899584e-04   1.310772708e-06   1.696143493e-01   
1.066145017e-05   5.739337198e-05   4.310021845e-01   1.857628831e-01   1.000010137e+00   5.835913088e-01   4.192152150e-02   -5.879084351e-01  -5.067796397e-01    -1.592095193e+00    1.211823843e-01    3.023612405e+02   4.480405426e-04   7.936433149e-02   1.000000000e+00   1.208115787e-01   -1.110914969e+05  -2.921236222e+05    4.028172596e+05     -1.360763153e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.934764527e-02   2.214448858e-01   4.497811730e-01   1.860943133e-04   3.492155850e-06   2.292367094e-01   1.208115787e-01   1.870383589e-01   5.224984029e-01   1.375904861e-04   1.660619297e-06   1.695124084e-01   
1.108197533e-05   5.965716878e-05   4.310024345e-01   1.857630985e-01   1.000011297e+00   5.835919856e-01   4.192159442e-02   -6.004925861e-01  -5.176275329e-01    -1.626174855e+00    1.200898055e-01    3.024590840e+02   4.529430850e-04   7.866582194e-02   1.000000000e+00   1.214628044e-01   -1.100727950e+05  -3.004105356e+05    4.100773907e+05     -1.417842061e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      9.989385255e-02   2.213284716e-01   4.494475876e-01   2.333426496e-04   4.575139006e-06   2.290921704e-01   1.214628044e-01   1.869200434e-01   5.220550583e-01   1.725055164e-04   2.175375918e-06   1.693874130e-01   
1.133794717e-05   6.103513205e-05   4.310025891e-01   1.857632319e-01   1.000012015e+00   5.835924045e-01   4.192163956e-02   -6.079342124e-01  -5.240424392e-01    -1.646327877e+00    1.194680790e-01    3.025183851e+02   4.558734164e-04   7.826889895e-02   1.000000000e+00   1.218590758e-01   -1.094926140e+05  -3.053619420e+05    4.144438523e+05     -1.452463489e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.002261571e-01   2.212581081e-01   4.492418131e-01   2.658784535e-04   5.352854184e-06   2.290026904e-01   1.218590758e-01   1.868486837e-01   5.217827116e-01   1.965460257e-04   2.544999465e-06   1.693104379e-01   
1.168533751e-05   6.290522506e-05   4.310028021e-01   1.857634154e-01   1.000013003e+00   5.835929813e-01   4.192170171e-02   -6.177806993e-01  -5.325304250e-01    -1.672993671e+00    1.186725756e-01    3.025985434e+02   4.597855086e-04   7.776171383e-02   1.000000000e+00   1.223966370e-01   -1.087496821e+05  -3.119700536e+05    4.203027458e+05     -1.499294215e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.006768531e-01   2.211632923e-01   4.489590082e-01   3.148932933e-04   6.569653670e-06   2.288793834e-01   1.223966370e-01   1.867527244e-01   5.214098795e-01   2.327595909e-04   3.123257631e-06   1.692048763e-01   
1.205101156e-05   6.487374402e-05   4.310030299e-01   1.857636118e-01   1.000014060e+00   5.835935981e-01   4.192176817e-02   -6.278528065e-01  -5.412129238e-01    -1.700270546e+00    1.178892534e-01    3.026825218e+02   4.638262236e-04   7.726311028e-02   1.000000000e+00   1.229621964e-01   -1.080174376e+05  -3.187928008e+05    4.263868386e+05     -1.548396687e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.011509009e-01   2.210643656e-01   4.486567776e-01   3.726091091e-04   8.064247403e-06   2.287472825e-01   1.229621964e-01   1.866528587e-01   5.210132913e-01   2.753972795e-04   3.833462162e-06   1.690924229e-01   
1.247153672e-05   6.713754082e-05   4.310032963e-01   1.857638414e-01   1.000015296e+00   5.835943196e-01   4.192184591e-02   -6.390766121e-01  -5.508882529e-01    -1.730666488e+00    1.170517337e-01    3.027785640e+02   4.683743467e-04   7.673105218e-02   1.000000000e+00   1.236120301e-01   -1.072336708e+05  -3.264689757e+05    4.332721293e+05     -1.604603047e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.016954050e-01   2.209518574e-01   4.483030428e-01   4.472365068e-04   1.008824925e-05   2.285923700e-01   1.236120301e-01   1.865396305e-01   5.205516269e-01   3.305224602e-04   4.795133400e-06   1.689613948e-01   
1.278235966e-05   6.881078194e-05   4.310034963e-01   1.857640138e-01   1.000016224e+00   5.835948611e-01   4.192190426e-02   -6.471310382e-01  -5.578314801e-01    -1.752479280e+00    1.164731625e-01    3.028491617e+02   4.716669861e-04   7.636423212e-02   1.000000000e+00   1.240917919e-01   -1.066916454e+05  -3.320238726e+05    4.382799198e+05     -1.645952749e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.020972582e-01   2.208696747e-01   4.480370513e-01   5.084343062e-04   1.182031185e-05   2.284757611e-01   1.240917919e-01   1.864571812e-01   5.202063142e-01   3.757233137e-04   5.618021432e-06   1.688633714e-01   
1.312060816e-05   7.063166197e-05   4.310037167e-01   1.857642038e-01   1.000017247e+00   5.835954579e-01   4.192196856e-02   -6.556796703e-01  -5.652007497e-01    -1.775630523e+00    1.158784883e-01    3.029256134e+02   4.751865631e-04   7.598788579e-02   1.000000000e+00   1.246133623e-01   -1.061339985e+05  -3.379594759e+05    4.436524808e+05     -1.690763806e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.025339856e-01   2.207811986e-01   4.477431707e-01   5.808030019e-04   1.394308699e-05   2.283468990e-01   1.246133623e-01   1.863686712e-01   5.198265513e-01   4.291705855e-04   6.626454088e-06   1.687556182e-01   
1.338572185e-05   7.205883822e-05   4.310038914e-01   1.857643544e-01   1.000018058e+00   5.835959311e-01   4.192201956e-02   -6.622215583e-01  -5.708401372e-01    -1.793347182e+00    1.154366034e-01    3.029852408e+02   4.778968936e-04   7.570874685e-02   1.000000000e+00   1.250216081e-01   -1.057192369e+05  -3.425287013e+05    4.478028699e+05     -1.725737140e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.028757004e-01   2.207126451e-01   4.475093932e-01   6.420372637e-04   1.580114559e-05   2.282444229e-01   1.250216081e-01   1.863002929e-01   5.195258288e-01   4.743914268e-04   7.509073084e-06   1.686703698e-01   
1.365997738e-05   7.353522744e-05   4.310040740e-01   1.857645118e-01   1.000018905e+00   5.835964255e-01   4.192207282e-02   -6.688511221e-01  -5.765551170e-01    -1.811301320e+00    1.150002473e-01    3.030466563e+02   4.806582675e-04   7.543356570e-02   1.000000000e+00   1.254434967e-01   -1.053093133e+05  -3.471825575e+05    4.520426147e+05     -1.761780787e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.032287228e-01   2.206424400e-01   4.472644017e-01   7.094202572e-04   1.790459432e-05   2.281371106e-01   1.254434967e-01   1.862304512e-01   5.192119069e-01   5.241498956e-04   8.508197515e-06   1.685814872e-01   
1.387023996e-05   7.466712584e-05   4.310042151e-01   1.857646335e-01   1.000019560e+00   5.835968078e-01   4.192211401e-02   -6.738406389e-01  -5.808563114e-01    -1.824813921e+00    1.146790308e-01    3.030935508e+02   4.827457735e-04   7.523131293e-02   1.000000015e+00   1.257665591e-01   -1.050073231e+05  -3.506997154e+05    4.552546602e+05     -1.789317086e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.034989673e-01   2.205891455e-01   4.470743398e-01   7.639576249e-04   1.965072012e-05   2.280539390e-01   1.257665591e-01   1.861775658e-01   5.189692423e-01   5.644204669e-04   9.337553731e-06   1.685128747e-01   
1.408050254e-05   7.579902424e-05   4.310043573e-01   1.857647560e-01   1.000020220e+00   5.835971929e-01   4.192215551e-02   -6.787499974e-01  -5.850884128e-01    -1.838109460e+00    1.143689484e-01    3.031402743e+02   4.848074314e-04   7.503635016e-02   1.000000000e+00   1.260892602e-01   -1.047155954e+05  -3.541724548e+05    4.584326093e+05     -1.816765717e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.037688327e-01   2.205363309e-01   4.468822827e-01   8.210468138e-04   2.151908704e-05   2.279699878e-01   1.260892602e-01   1.861252769e-01   5.187248033e-01   6.065734630e-04   1.022493341e-05   1.684438612e-01   
1.444617659e-05   7.776754320e-05   4.310046071e-01   1.857649713e-01   1.000021379e+00   5.835978692e-01   4.192222839e-02   -6.871010435e-01  -5.922874306e-01    -1.860725841e+00    1.138547254e-01    3.032211153e+02   4.883314604e-04   7.471369368e-02   1.000000000e+00   1.266495382e-01   -1.042313464e+05  -3.601064161e+05    4.638771260e+05     -1.864287279e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.042371847e-01   2.204456681e-01   4.465434302e-01   9.264879845e-04   2.507409406e-05   2.278221548e-01   1.266495382e-01   1.860358115e-01   5.182953999e-01   6.844237159e-04   1.191328877e-05   1.683229134e-01   
1.477528324e-05   7.953921026e-05   4.310048344e-01   1.857651673e-01   1.000022434e+00   5.835984849e-01   4.192229473e-02   -6.944190687e-01  -5.985959515e-01    -1.880544644e+00    1.134174174e-01    3.032934084e+02   4.914367175e-04   7.444000991e-02   1.000000000e+00   1.271526800e-01   -1.038190350e+05  -3.653330106e+05    4.686868721e+05     -1.906816288e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.046575565e-01   2.203654091e-01   4.462331266e-01   1.028125877e-03   2.862199432e-05   2.276871599e-01   1.271526800e-01   1.859569431e-01   5.179042177e-01   7.594611084e-04   1.359816479e-05   1.682130999e-01   
1.512267358e-05   8.140930327e-05   4.310050770e-01   1.857653764e-01   1.000023560e+00   5.835991419e-01   4.192236552e-02   -7.019430067e-01  -6.050819994e-01    -1.900921164e+00    1.129803053e-01    3.033692202e+02   4.946454798e-04   7.416718445e-02   1.000000000e+00   1.276824777e-01   -1.034064122e+05  -3.707315303e+05    4.736681206e+05     -1.951447947e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.050999568e-01   2.202821533e-01   4.458999182e-01   1.142530251e-03   3.275243362e-05   2.275426890e-01   1.276824777e-01   1.858754890e-01   5.174863155e-01   8.439190554e-04   1.555957823e-05   1.680962392e-01   
1.541521282e-05   8.298411843e-05   4.310052834e-01   1.857655543e-01   1.000024517e+00   5.835997006e-01   4.192242572e-02   -7.081250133e-01  -6.104112440e-01    -1.917663480e+00    1.126302568e-01    3.034326619e+02   4.972936991e-04   7.394927839e-02   1.000000000e+00   1.281275435e-01   -1.030755938e+05  -3.751851783e+05    4.777871517e+05     -1.988822868e+01  0.000000000e+00     0.000000000e+00    0.000000000e+00      0.000000000e+00    0.000000000e+00      1.054714046e-01   2.202132262e-01   4.456148082e-01   1.244494747e-03   3.654824624e-05   2.274195180e-01   1.281275435e-01   1.858083455e-01   5.171304335e-01   9.191897206e-04   1.736200165e-05   1.679971258e-01   
